,response,is_strange,workerid,proliferate.condition,order,slide_number_in_experiment,tgrep_id,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error,Sentence,HaveNeedTo,Finite,ModalPresent,QuestionType,DegreeQ,SubjectAuxInv,WhAll,MatrixNegPresent,EmbeddedNegPresent,QuantifiedSubject,QuantifiedPredicate,Wh,MatrixNegation,MatrixDoSupport,MatrixPred1,MatrixPred2,MatVerbPart,Modal,EmbeddedNegation,Verb1,Verb2,Verb3,DeterminerSubject,DeterminerNonSubject,FullWhPhrase,DeterminerSubjPresent,DeterminerNonSubjPresent,WhNode,WhParse,Question,SentenceParse,WhPhaseType,IdentityQ
418,the,False,32,condition1,some-all-the-a,12,118088:9,[],23.0,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.02963333333333,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
419,a,False,32,condition1,some-all-the-a,13,40349:14,[],23.0,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.02963333333333,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
420,a,False,32,condition1,some-all-the-a,14,103191:13,[],23.0,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.02963333333333,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
421,all,False,32,condition1,some-all-the-a,15,68569:4,[],23.0,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.02963333333333,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
422,the,False,32,condition1,some-all-the-a,16,51293:9,[],23.0,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.02963333333333,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
423,a,False,32,condition1,some-all-the-a,17,37508:7,[],23.0,Yes,,4,1,1,Female,English,Chrome,Windows,1003,1504,5.02963333333333,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
424,Mary,Mary,20,condition1,,1,bot_check,[],24.0,Confused,,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,a,False,20,condition1,all-a-some-the,3,example1,[],24.0,Confused,,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,all,False,20,condition1,all-a-some-the,3,example1,[],24.0,Confused,,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,some,False,20,condition1,all-a-some-the,4,example2,[],24.0,Confused,,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,all,False,20,condition1,all-a-some-the,5,example1,[],24.0,Confused,,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,a,False,20,condition1,all-a-some-the,6,example4,[],24.0,Confused,,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,some,False,20,condition1,all-a-some-the,8,40349:14,[],24.0,Confused,,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
431,some,False,20,condition1,all-a-some-the,9,68569:4,[],24.0,Confused,,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
432,some,False,20,condition1,all-a-some-the,10,60430:4,[],24.0,Confused,,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
433,some,False,20,condition1,all-a-some-the,11,130644:22,[],24.0,Confused,,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
434,a,False,20,condition1,all-a-some-the,12,102105:4,[],24.0,Confused,,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
435,some,True,20,condition1,all-a-some-the,13,103191:13,[],24.0,Confused,,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
436,the,False,20,condition1,all-a-some-the,14,51293:9,[],24.0,Confused,,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
437,some,False,20,condition1,all-a-some-the,15,37508:7,[],24.0,Confused,,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
438,the,False,20,condition1,all-a-some-the,16,118088:9,[],24.0,Confused,,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
439,some,False,20,condition1,all-a-some-the,17,61578:4,[],24.0,Confused,,4,1,1,Female,English,Chrome,Windows,864,1536,4.2178,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
440,Susan,Susan,28,condition1,,1,bot_check,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,the,False,28,condition1,all-a-some-the,3,example1,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,a,False,28,condition1,all-a-some-the,3,example1,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,a,False,28,condition1,all-a-some-the,3,example1,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,all,False,28,condition1,all-a-some-the,3,example1,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,a,False,28,condition1,all-a-some-the,4,example2,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,all,False,28,condition1,all-a-some-the,5,example1,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,a,False,28,condition1,all-a-some-the,6,example4,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,a,False,28,condition1,all-a-some-the,8,118088:9,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
449,a,False,28,condition1,all-a-some-the,9,40349:14,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
450,a,False,28,condition1,all-a-some-the,10,68569:4,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,where do you go *t*-1?,no,yes,no,root,no,yes,,,,,,where,,,,,,,,do,go,,,,,no,,,(WRB Where),where do you go *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB Where)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB go) (ADVP-DIR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
451,a,False,28,condition1,all-a-some-the,11,103191:13,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,",no,,yes,root,no,yes,,,,,,who,,,,,,will,,knows,hold,as,the future,the future,,no,no,,(WP who),"but, uh, who *t*-1 knows what the future will hold *t*-2. uh, as far as energy goes,","(TOP (SBARQ (CC But) (, ,) (INTJ (UH uh)) (, ,) (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (DT the) (NN future)) (VP (MD will) (VP (VB hold) (NP (-NONE- *T*-2)) (. .) (INTJ (UH Uh)) (, ,) (ADVP (ADVP (RB as) (RB far)) (SBAR (IN as) (S (NP-SBJ (NN energy)) (VP (VBZ goes))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
452,a,False,28,condition1,all-a-some-the,12,60430:4,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,who *t*-1 knows.,no,yes,no,root,no,yes,,,,,,who,,,,,,,,knows,,,,,,no,,,(WP who),who *t*-1 knows.,(TOP (SBARQ (WHNP-1 (WP who)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ knows))) (. .) (-DFL- E_S))),monomorphemic,no
453,a,False,28,condition1,all-a-some-the,13,102105:4,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
454,a,False,28,condition1,all-a-some-the,14,130644:22,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.",no,yes,no,root,no,yes,,,,,gone,where,,,,,,,,have,gone,,,,,no,,,(WRB where),"oh, g-, where *ich*-3 have i gone *t*-1 that *t*-2's anywhere.","(TOP (SBARQ (INTJ (UH Oh)) (, ,) (EDITED (RM (-DFL- \[)) (X (XX g-)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WHADVP (WRB where)) (SBAR (-NONE- *ICH*-3))) (SQ (VBP have) (NP-SBJ (PRP I)) (VP (VBN gone) (ADVP-DIR (-NONE- *T*-1)))) (RS (-DFL- \])) (SBAR-3 (WHNP-2 (DT that)) (S (NP-SBJ (-NONE- *T*-2)) (VP (BES 's) (ADVP-LOC-PRD (RB anywhere))))) (. .) (-DFL- E_S)))",monomorphemic,no
455,the,False,28,condition1,all-a-some-the,15,37508:7,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
456,the,False,28,condition1,all-a-some-the,16,51293:9,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,"uh, who's the last one *t*-1.",no,yes,no,root,no,yes,,,,one,,who,,,,,,,,'s,last,,the last one,,,yes,,,(WP who),"uh, who's the last one *t*-1.","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHNP-1 (WP who)) (SQ (BES 's) (NP-SBJ (DT the) (JJ last) (NN one)) (NP-PRD (-NONE- *T*-1))) (. .) (-DFL- E_S)))",monomorphemic,no
457,the,False,28,condition1,all-a-some-the,17,61578:4,[],24.0,Yes,,3,1,1,Female,English,Chrome,Mac,800,1280,2.3094,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
458,Elizabeth,Elizabeth,41,condition1,,1,bot_check,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,a,False,41,condition1,a-some-all-the,3,example1,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,a,False,41,condition1,a-some-all-the,3,example1,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,a,False,41,condition1,a-some-all-the,3,example1,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,a,True,41,condition1,a-some-all-the,3,example1,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,a,False,41,condition1,a-some-all-the,3,example1,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,the,False,41,condition1,a-some-all-the,3,example1,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,all,False,41,condition1,a-some-all-the,3,example1,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,some,False,41,condition1,a-some-all-the,4,example2,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,all,False,41,condition1,a-some-all-the,5,example1,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,a,False,41,condition1,a-some-all-the,6,example4,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,the,False,41,condition1,a-some-all-the,8,118088:9,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,"uh, how do you feel about taxes *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,feel,,,,,no,no,,(WRB how),"uh, how do you feel about taxes *t*-1?","(TOP (SBARQ (INTJ (UH Uh)) (, ,) (WHADVP-1 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB feel) (PP (IN about) (NP (NNS taxes))) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
470,a,False,41,condition1,a-some-all-the,9,40349:14,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,"you know, how can you help *-1 depending on the day care center *t*-2, you know,",no,,yes,root,no,yes,,,,,,how,,,,,,can,,help,depending,know,,the day care center,,no,no,,(WRB how),"you know, how can you help *-1 depending on the day care center *t*-2, you know,","(TOP (SBARQ (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (WHADVP-2 (WRB how)) (SQ (MD can) (NP-SBJ-1 (PRP you)) (VP (VB help) (S (NP-SBJ (-NONE- *-1)) (VP (VBG depending) (PP (IN on) (NP (DT the) (NN day) (NN care) (NN center))) (ADVP-MNR (-NONE- *T*-2)))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))",monomorphemic,no
471,the,False,41,condition1,a-some-all-the,10,37508:7,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,well how do you think 0 the royals are going *-1 to do *t*-2?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,think,are,the royals,the royals,,no,no,,(WRB how),well how do you think 0 the royals are going *-1 to do *t*-2?,(TOP (SBARQ (INTJ (UH well)) (WHADVP-2 (WRB how)) (SQ (VBP do) (NP-SBJ (PRP you)) (VP (VB think) (SBAR (-NONE- 0) (S (NP-SBJ-1 (DT the) (NNPS Royals)) (VP (VBP are) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (ADVP-MNR (-NONE- *T*-2))))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
472,the,False,41,condition1,a-some-all-the,11,61578:4,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,how are your kids handling it *t*-1?,no,yes,no,root,no,yes,,,,,,how,,,,,,,,are,handling,,,,,no,no,,(WRB How),how are your kids handling it *t*-1?,(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP are) (NP-SBJ (PRP$ your) (NNS kids)) (VP (VBG handling) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S))),monomorphemic,no
473,the,False,41,condition1,a-some-all-the,12,102105:4,[],22.0,Yes,,3,1,1,Female,English,Chrome,Mac,900,1440,5.98408333333333,,"how do you usually find a, a new restaurant *t*-1?",no,yes,no,root,no,yes,,,,,,how,,,,,,,,do,usually,find,,a,,no,yes,,(WRB How),"how do you usually find a, a new restaurant *t*-1?","(TOP (SBARQ (WHADVP-1 (WRB How)) (SQ (VBP do) (NP-SBJ (PRP you)) (ADVP-TMP (RB usually)) (VP (VB find) (EDITED (RM (-DFL- \[)) (NP-UNF (DT a)) (, ,) (IP (-DFL- \+))) (NP (DT a) (RS (-DFL- \])) (JJ new) (NN restaurant)) (ADVP-MNR (-NONE- *T*-1)))) (. ?) (-DFL- E_S)))",monomorphemic,no
