Item_ID,Sentence,HaveNeedTo,Finite,ModalPresent,QuestionType,DegreeQ,SubjectAuxInv,WhAll,WhAdvP,MatrixNegPresent,EmbeddedNegPresent,SbarNomPresent,QuantifiedSubject,QuantifiedPredicate,Wh,MatrixSubject,MatrixNegation,InvertedAuxVerb,MatrixPredAux,MatrixPredVerb,MatrixPredOther,MatrixPredParticle,MatrixPred2,Modal,EmbeddedSubject,EmbeddedNegation,Verb1,Verb2,Verb3,DeterminerSubject,DeterminerNonSubject,FullWhPhrase,JustMatrixClause,DeterminerSubjPresent,DeterminerNonSubjPresent,WhNode,WhParse,Question,SentenceParse,WhPhaseType,IdentityQ
45293:31,"now i don't know how, how it would be *t*-1 * bringing in, uh, like cat to a full, full grown dog.",no,,yes,embedded,no,,,yes,yes,,,,,how,i,n't,,do,know,,,,would,it,,be,bringing,in,,"a full, full grown dog",,"now i don't know how, how it would be *t*-1 * bringing in, uh, like cat to a full, full grown dog.",no,no,,(WRB how),"how, how it would be *t*-1 * bringing in, uh, like cat to a full, full grown dog","(TOP (S (INTJ (RB now)) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (EDITED (RM (-DFL- \[)) (WHADVP (WRB how)) (, ,) (IP (-DFL- \+))) (WHADVP-1 (WRB how)) (RS (-DFL- \])) (S (NP-SBJ (PRP it)) (VP (MD would) (VP (VB be) (ADVP-MNR-PRD (-NONE- *T*-1)) (S-ADV (NP-SBJ (-NONE- *)) (VP (VBG bringing) (ADVP-DIR (RB in)) (, ,) (INTJ (UH uh)) (, ,) (INTJ (UH like)) (NP (NN cat)) (PP-DIR (IN to) (NP (DT a) (EDITED (RM (-DFL- \[)) (RB full) (, ,) (IP (-DFL- \+))) (ADJP (RB full) (RS (-DFL- \])) (JJ grown)) (NN dog))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
147760:69,"say the more honest ones who *t*-2 are still looking out for themselves, it may be more matter of not what can i steal *t*-1 while in an office but how many friends can i make *t*-3 while, i'm in office.",no,,yes,embedded,no,yes,,,yes,,,,,what,it,not,may,,,,,,can,i,,steal,,,,an office,what,"say the more honest ones who *t*-2 are still looking out for themselves, it may be more matter of not what can i steal *t*-1 while in an office but how many friends can i make *t*-3 while, i'm in office.",no,no,,(WP what),what can i steal *t*-1 while in an office,"(TOP (S (INTJ (UH say)) (NP-ADV (NP (DT the) (ADJP (RBR more) (JJ honest)) (NNS ones)) (SBAR (WHNP-2 (WP who)) (S (NP-SBJ (-NONE- *T*-2)) (VP (VBP are) (ADVP-TMP (RB still)) (VP (VBG looking) (PRT (RP out)) (PP (IN for) (NP (PRP themselves)))))))) (, ,) (NP-SBJ (PRP it)) (VP (MD may) (VP (VB be) (ADVP (JJR more)) (NP-PRD (NP (NN matter)) (PP (IN of) (SBARQ (RB not) (SBARQ (WHNP-1 (WP what)) (SQ (MD can) (NP-SBJ (PRP I)) (VP (VB steal) (NP (-NONE- *T*-1)) (SBAR-TMP (IN while) (FRAG (PP-PRD (IN in) (NP (DT an) (NN office)))))))) (CC but) (SBARQ (WHNP-3 (WHADJP (WRB how) (JJ many)) (NNS friends)) (SQ (MD can) (NP-SBJ (PRP I)) (VP (VB make) (NP (-NONE- *T*-3)) (SBAR-TMP (IN while) (, ,) (S (NP-SBJ (PRP I)) (VP (VBP 'm) (PP-PRD (IN in) (NP (NN office)))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
28979:14,"and i said what the hell *t*-1 is going on here, you know.",no,yes,no,embedded,no,,,,,,,,,what,i,,,,said,,,,,,,is,going,here,,,,"and i said what the hell *t*-1 is going on here, you know.",no,no,,(WP what),what the hell *t*-1 is going on here,"(TOP (S (CC and) (NP-SBJ (PRP I)) (VP (VBD said) (SBARQ-SEZ (WHNP-1 (WHNP (WP what)) (NP (DT the) (NN hell))) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBZ is) (VP (VBG going) (PRT (RP on)) (ADVP-LOC (RB here)))))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))) (. .) (-DFL- E_S)))",monomorphemic,no
106447:53,"and there was, i was just painting because i don't know how * to do anything else *t*-1.",no,no,no,embedded,no,,,yes,yes,,,,anything,how,i,n't,,do,know,,,,,*,,do,else,,,,,i don't know how * to do anything else *t*-1,no,no,,(WRB how),how * to do anything else *t*-1,"(TOP (S (CC and) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (EX there)) (VP-UNF (VBD was))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP (VBD was) (RS (-DFL- \])) (ADVP (RB just)) (VP (VBG painting) (SBAR-PRP (IN because) (S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB know) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (NP (NN anything)) (ADVP (RB else))) (ADVP-MNR (-NONE- *T*-1)))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
31532:66,"but * seeing what drugs did *t*-1 to him makes me see, makes me realize what it could do *t*-2 to people, you know, in the work force as well.",no,,yes,embedded,no,,,,,,,,,what,me,,,,realize,,,,could,it,,do,know,well,,"people, you know, in the work force",,"me realize what it could do *t*-2 to people, you know, in the work force as well",no,no,,(WP what),"what it could do *t*-2 to people, you know, in the work force as well","(TOP (S (CC But) (S-NOM-SBJ (NP-SBJ (-NONE- *)) (VP (VBG seeing) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (NNS drugs)) (VP (VBD did) (NP (-NONE- *T*-1)) (PP (IN to) (NP (PRP him)))))))) (EDITED (RM (-DFL- \[)) (VP (VBZ makes) (S (NP-SBJ (PRP me)) (VP-UNF (VB see)))) (, ,) (IP (-DFL- \+))) (VP (VBZ makes) (S (NP-SBJ (PRP me)) (VP (VB realize) (RS (-DFL- \])) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ (PRP it)) (VP (MD could) (VP (VB do) (NP (-NONE- *T*-2)) (PP (IN to) (NP (NP (NNS people)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (PP (IN in) (NP (DT the) (NN work) (NN force))))) (ADVP (IN as) (RB well))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
99188:15,does your daughter know what she'd like *-1 to do *t*-2?,no,,yes,embedded,no,,,,,,,,,what,your daughter,,,,know,,,know,'d,she,,like,do,,,,,does your daughter know what she'd like *-1 to do *t*-2?,no,no,,(WP what),what she'd like *-1 to do *t*-2,(TOP (SQ (VBZ Does) (NP-SBJ (PRP$ your) (NN daughter)) (VP (VBP know) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ-1 (PRP she)) (VP (MD 'd) (VP (VB like) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-2)))))))))) (. ?) (-DFL- E_S))),monomorphemic,no
13594:115,"so i imagine 0 we will be, uh, shifting over to that service uh, for a while, or if, in a while. as soon as we determine what we're going *-1 to do *t*-2 with contel after we bought contel.",no,yes,no,embedded,no,,,,,,,,,what,we,,,will,determine,,,,,we,,'re,going,do,,,what,we determine what we're going *-1 to do *t*-2 with contel after we bought contel,no,no,,(WP what),what we're going *-1 to do *t*-2 with contel after we bought contel,"(TOP (S (RB so) (NP-SBJ (PRP I)) (VP (VBP imagine) (SBAR (-NONE- 0) (S (NP-SBJ (PRP we)) (VP (MD will) (VP (VB be) (, ,) (INTJ (UH uh)) (, ,) (VP (VBG shifting) (PP (IN over) (PP (IN to) (NP (DT that) (NN service)))) (INTJ (UH uh)) (, ,) (EDITED (RM (-DFL- \[)) (PP-TMP (IN for) (NP (DT a) (NN while))) (, ,) (IP (-DFL- \+)) (CC or)) (EDITED (RM (-DFL- \[)) (SBAR-ADV-UNF (IN if)) (, ,) (IP (-DFL- \+)) (RS (-DFL- \]))) (PP-TMP (IN in) (NP (DT a) (NN while))) (RS (-DFL- \])) (. .) (ADVP-TMP (ADVP (RB As) (RB soon)) (SBAR (IN as) (S (NP-SBJ (PRP we)) (VP (VBP determine) (SBAR (WHNP-2 (WP what)) (S (NP-SBJ-1 (PRP we)) (VP (VBP 're) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB do) (NP (-NONE- *T*-2)) (PP (IN with) (NP (NNP Contel)))))) (SBAR-TMP (IN after) (S (NP-SBJ (PRP we)) (VP (VBD bought) (NP (NNP Contel))))))))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
96152:63,"so, anyway, so maybe, maybe within a year, we will see how that falls *t*-1.",no,yes,no,embedded,no,,,yes,,,,,falls,how,we,,,will,see,,,,,that,,falls,,,that,that,,"so, anyway, so maybe, maybe within a year, we will see how that falls *t*-1.",yes,yes,,(WRB how),how that falls *t*-1,"(TOP (S (EDITED (RM (-DFL- \[)) (RB so) (, ,) (IP (-DFL- \+))) (ADVP (UH anyway)) (, ,) (RB so) (RS (-DFL- \])) (EDITED (RM (-DFL- \[)) (ADVP (RB maybe)) (, ,) (IP (-DFL- \+))) (ADVP (RB maybe)) (RS (-DFL- \])) (PP-TMP (IN within) (NP (DT a) (NN year))) (, ,) (NP-SBJ (PRP we)) (VP (MD will) (VP (VB see) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (WDT that)) (VP (VBZ falls) (ADVP-MNR (-NONE- *T*-1))))))) (. .) (-DFL- E_S)))",monomorphemic,no
149808:32,"well, i'd really like *-1 to know where that money is actually going *-2 to go *t*-3,",no,yes,no,embedded,no,,,yes,,,,money,actually,where,*-1,,,,know,,,,,that money,,is,actually,going,that money,that money,,*-1 to know where that money is actually going *-2 to go *t*-3,no,no,,(WRB where),where that money is actually going *-2 to go *t*-3,"(TOP (S (INTJ (UH Well)) (, ,) (NP-SBJ-1 (PRP I)) (VP (MD 'd) (ADVP (RB really)) (VP (VB like) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB know) (SBAR (WHADVP-3 (WRB where)) (S (NP-SBJ-2 (DT that) (NN money)) (VP (VBZ is) (ADVP (RB actually)) (VP (VBG going) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB go) (ADVP-DIR (-NONE- *T*-3)))))))))))))) (, ,) (-DFL- E_S)))",monomorphemic,no
155541:51,"and he paled and said, uh, i'm not going *-2 to tell you what you said *t*-1.",no,yes,no,embedded,no,,,,yes,,,,,what,*-2,not,,'m,tell,,,,,you,,said,,,,,,*-2 to tell you what you said *t*-1,no,no,,(WP what),what you said *t*-1,"(TOP (S (CC and) (NP-SBJ (PRP he)) (VP (VP (VBD paled)) (CC and) (VP (VBD said) (, ,) (INTJ (UH uh)) (, ,) (S-SEZ (NP-SBJ-2 (PRP I)) (VP (VBP 'm) (RB not) (VP (VBG going) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB tell) (NP (PRP you)) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (PRP you)) (VP (VBD said) (NP (-NONE- *T*-1))))))))))))) (. .) (-DFL- E_S)))",monomorphemic,no
